constitucion;capitulo;titulo_capitulo;nro_articulo;texto;texto_clean;Topic 0;Topic 1;Topic 2;Topic 3;Topic 4;Topic 5;Topic 6;max_topic
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 10;los nacidos en el territorio de chile con excepcion de los hijos de extranjeros que se encuentren en chile en servicio de su gobierno y de los hijos de extranjeros transeuntes todos los que sin embargo podran optar por la nacionalidad chilena;nacidos territorio chile excepcion hijos extranjeros encuentren chile servicio gobierno hijos extranjeros transeuntes embargo podran optar nacionalidad chilena;0.5749878961199402;0.007533158813109339;0.007524965046251117;0.3872754960879142;0.007612499887252931;0.00753537524101328;0.007530608804518923;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 10;los hijos de padre o madre chilenos nacidos en territorio extranjero con todo se requerira que alguno de sus ascendientes en linea recta de primer o segundo grado haya adquirido la nacionalidad chilena en virtud de lo establecido en los numeros   o;hijos padre madre chilenos nacidos territorio extranjero requerira alguno ascendientes linea recta primer segundo grado adquirido nacionalidad chilena virtud establecido numeros   ;0.9609809182506751;0.006503829998569489;0.0065187276016004875;0.006500181333179227;0.00649952791092524;0.006498576204015178;0.0064982387010353365;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 10;los extranjeros que obtuvieren carta de nacionalizacion en conformidad a la ley y;extranjeros obtuvieren carta nacionalizacion conformidad ley;0.020440815442680445;0.8773780226440722;0.02042388797635446;0.020460266131623384;0.020417587496810437;0.020460560822601392;0.020418859485857647;1
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 10;los que obtuvieren especial gracia de nacionalizacion por ley;obtuvieren especial gracia nacionalizacion ley;0.023848676723572968;0.856951392572392;0.02383148484075531;0.02384244321740608;0.0238231075150439;0.02388732940907491;0.023815565721755083;1
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 10;la ley reglamentara los procedimientos de opcion por la nacionalidad chilena de otorgamiento negativa y cancelacion de las cartas de nacionalizacion y la formacion de un registro de todos estos actos;ley reglamentara procedimientos opcion nacionalidad chilena otorgamiento negativa cancelacion cartas nacionalizacion formacion registro actos;0.00957241496157009;0.009579788089281943;0.00952762626925796;0.009548018921662625;0.009537787886778474;0.942706362667327;0.009528001204121912;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;la nacionalidad chilena se pierde;nacionalidad chilena pierde;0.03594477465041769;0.035751025451609596;0.035714318663267686;0.0357143021749552;0.0357143152982137;0.7854469631908488;0.03571430057068725;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;por renuncia voluntaria manifestada ante autoridad chilena competente esta renuncia solo producira efectos si la persona previamente se ha nacionalizado en pais extranjero;renuncia voluntaria manifestada autoridad chilena competente renuncia solo producira efectos si persona previamente nacionalizado pais extranjero;0.578010034088582;0.008438282498986026;0.008459747037998516;0.008412669998868914;0.008411541091311665;0.008413165064557838;0.37985456021969505;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;por decreto supremo en caso de prestacion de servicios durante una guerra exterior a enemigos de chile o de sus aliados;decreto supremo caso prestacion servicios guerra exterior enemigos chile aliados;0.9219378315690808;0.012995943335844152;0.013002091232110605;0.013011057355626429;0.013006252598893169;0.013034748200285115;0.013012075708159892;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;por cancelacion de la carta de nacionalizacion y;cancelacion carta nacionalizacion;0.035779111585086475;0.5288157057567782;0.035714377741133965;0.03571433240096426;0.035783834731256105;0.2924783106362509;0.03571432714853003;1
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;por ley que revoque la nacionalizacion concedida por gracia;ley revoque nacionalizacion concedida gracia;0.023843642313366067;0.8570032908751298;0.02382888332511464;0.023828053850372594;0.023817022346553113;0.023863536020437483;0.02381557126902626;1
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 11;los que hubieren perdido la nacionalidad chilena por cualquiera de las causales establecidas en este articulo solo podran ser rehabilitados por ley;hubieren perdido nacionalidad chilena cualquiera causales establecidas articulo solo podran rehabilitados ley;0.252559827831606;0.011004550387457122;0.011079937755896196;0.010992176323919954;0.010996227217720174;0.6923650047100512;0.011002275773349255;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 12;la persona afectada por acto o resolucion de autoridad administrativa que la prive de su nacionalidad chilena o se la desconozca podra recurrir por si o por cualquiera a su nombre dentro del plazo de treinta dias ante la corte suprema la que conocera como jurado y en tribunal pleno la interposicion del recurso suspendera los efectos del acto o resolucion recurridos;persona afectada acto resolucion autoridad administrativa prive nacionalidad chilena desconozca podra recurrir si cualquiera nombre dentro plazo treinta dias corte suprema conocera jurado tribunal pleno interposicion recurso suspendera efectos acto resolucion recurridos;0.4481958632520619;0.0043448305667914515;0.17851373085603986;0.004332672653150935;0.004332727533787948;0.00433352600257256;0.35594664913559526;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 13;son ciudadanos los chilenos que hayan cumplido dieciocho anos de edad y que no hayan sido condenados a pena aflictiva;ciudadanos chilenos cumplido dieciocho anos edad sido condenados pena aflictiva;0.21075343486082532;0.012987034534190695;0.3293810032800064;0.0129911585197281;0.012991090108262576;0.013017493715177604;0.40787878498180946;6
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 13;la calidad de ciudadano otorga los derechos de sufragio de optar a cargos de eleccion popular y los demas que la constitucion o la ley confieran;calidad ciudadano otorga derechos sufragio optar cargos eleccion popular demas constitucion ley confieran;0.010270283444870772;0.01024101401240335;0.01022746236909189;0.20120972142447152;0.010248271883594362;0.35341590372640697;0.40438734313916125;6
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 13;los ciudadanos con derecho a sufragio que se encuentren fuera del pais podran sufragar desde el extranjero en las elecciones primarias presidenciales en las elecciones de presidente de la republica y en los plebiscitos nacionales una ley organica constitucional establecera el procedimiento para materializar la inscripcion en el registro electoral y regulara la manera en que se realizaran los procesos electorales y plebiscitarios en el extranjero en conformidad con lo dispuesto en los incisos primero y segundo del articulo;ciudadanos derecho sufragio encuentren pais podran sufragar extranjero elecciones primarias presidenciales elecciones presidente republica plebiscitos nacionales ley organica constitucional establecera procedimiento materializar inscripcion registro electoral regulara manera realizaran procesos electorales plebiscitarios extranjero conformidad dispuesto incisos primero segundo articulo;0.37446200573938015;0.0036707269990861983;0.032836622760155185;0.21773539881310666;0.0036765242931213133;0.3639372042762729;0.0036815171188775662;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 13;tratandose de los chilenos a que se refieren los numeros  y  del articulo  el ejercicio de los derechos que les confiere la ciudadania estara sujeto a que hubieren estado avecindados en chile por mas de un ano;tratandose chilenos refieren numeros     articulo   ejercicio derechos confiere ciudadania estara sujeto hubieren avecindados chile mas ano;0.5304661221470831;0.00841520482439733;0.09732833330933989;0.3384887948996325;0.008416003330139936;0.008429955168717997;0.00845558632068934;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 14;los extranjeros avecindados en chile por mas de cinco anos y que cumplan con los requisitos senalados en el inciso primero del articulo  podran ejercer el derecho de sufragio en los casos y formas que determine la ley;extranjeros avecindados chile mas cinco anos cumplan requisitos senalados inciso primero articulo   podran ejercer derecho sufragio casos formas determine ley;0.006821509786622298;0.006827587691502893;0.19793255640388815;0.47709643191476886;0.006812706180593163;0.006834982061404094;0.2976742259612205;3
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 14;los nacionalizados en conformidad al   del articulo  tendran opcion a cargos publicos de eleccion popular solo despues de cinco anos de estar en posesion de sus cartas de nacionalizacion;nacionalizados conformidad    articulo   tendran opcion cargos publicos eleccion popular solo despues cinco anos posesion cartas nacionalizacion;0.458470704237194;0.008432160183383953;0.06290799154783598;0.0084084452355983;0.008420558379894087;0.00843650187649504;0.4449236385395986;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 15;en las votaciones populares el sufragio sera personal igualitario secreto y voluntario;votaciones populares sufragio sera personal igualitario secreto voluntario;0.01594773079242874;0.015908001487094463;0.3499647010463831;0.015940777025687504;0.015878131906363054;0.5704471223388256;0.015913535403217483;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 15;solo podra convocarse a votacion popular para las elecciones y plebiscitos expresamente previstos en esta constitucion;solo podra convocarse votacion popular elecciones plebiscitos expresamente previstos constitucion;0.7747858419786252;0.013021971361768513;0.013010634340090105;0.012994324574980265;0.013014995184732252;0.013006453836991382;0.16016577872281232;0
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 16;el derecho de sufragio se suspende;derecho sufragio suspende;0.03574162734055704;0.5259882723917255;0.03574912606595513;0.03576376444386262;0.03571438370912443;0.03583134268268611;0.29521148336608916;1
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 16;por interdiccion en caso de demencia;interdiccion caso demencia;0.03582264893158732;0.03572516465140813;0.03582564464945937;0.035728219880843064;0.03577036760143706;0.7852121419318786;0.03591581235338637;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 16;por hallarse la persona acusada por delito que merezca pena aflictiva o por delito que la ley califique como conducta terrorista y;hallarse persona acusada delito merezca pena aflictiva delito ley califique conducta terrorista;0.011004971387838264;0.011005965261531156;0.9339995260024465;0.010999987236769131;0.010992362838926632;0.011004150469461318;0.010993036803027056;2
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 16;por haber sido sancionado por el tribunal constitucional en conformidad al inciso septimo del numero  del articulo  de esta constitucion los que por esta causa se hallaren privados del ejercicio del derecho de sufragio lo recuperaran al termino de cinco anos contado desde la declaracion del tribunal esta suspension no producira otro efecto legal sin perjuicio de lo dispuesto en el inciso septimo del numero  del articulo;haber sido sancionado tribunal constitucional conformidad inciso septimo numero   articulo   constitucion causa hallaren privados ejercicio derecho sufragio recuperaran termino cinco anos contado declaracion tribunal suspension producira efecto legal perjuicio dispuesto inciso septimo numero   articulo;0.00409434371073869;0.004097360774902263;0.5133697548663844;0.004088308886244906;0.004091802931278212;0.004092403194459099;0.4661660256359923;2
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 17;la calidad de ciudadano se pierde;calidad ciudadano pierde;0.035799648077940345;0.03582117162167589;0.03585724361211145;0.03588317939742592;0.03571436717962829;0.7848088963910224;0.0361154937201957;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 17;por perdida de la nacionalidad chilena;perdida nacionalidad chilena;0.03594477482767279;0.03575102533399083;0.035714318994718657;0.035714302230922465;0.03571431530037063;0.7854469627405748;0.0357143005717499;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 17;por condena a pena aflictiva y;condena pena aflictiva;0.03576942214974947;0.035714371068130045;0.5359145790889929;0.03571433234335393;0.03571436309731765;0.285356477904201;0.03581645434825504;2
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 17;por condena por delitos que la ley califique como conducta terrorista y los relativos al trafico de estupefacientes y que hubieren merecido ademas pena aflictiva;condena delitos ley califique conducta terrorista relativos trafico estupefacientes hubieren merecido ademas pena aflictiva;0.009547988327307189;0.009532491436045466;0.4509529929065735;0.009531138713598772;0.009531078485294671;0.5013776980951428;0.009526612036037718;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 17;los que hubieren perdido la ciudadania por la causal indicada en el numero  la recuperaran en conformidad a la ley una vez extinguida su responsabilidad penal los que la hubieren perdido por las causales previstas en el numero  podran solicitar su rehabilitacion al senado una vez cumplida la condena;hubieren perdido ciudadania causal indicada numero   recuperaran conformidad ley vez extinguida responsabilidad penal hubieren perdido causales previstas numero   podran solicitar rehabilitacion senado vez cumplida condena;0.005504169695648306;0.005500519606908196;0.005515905910580743;0.0055200205784437404;0.0055007799205924355;0.966942485149841;0.005516119137985416;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 18;habra un sistema electoral publico una ley organica constitucional determinara su organizacion y funcionamiento regulara la forma en que se realizaran los procesos electorales y plebiscitarios en todo lo no previsto por esta constitucion y garantizara siempre la plena igualdad entre los independientes y los miembros de partidos politicos tanto en la presentacion de candidaturas como en su participacion en los senalados procesos dicha ley establecera tambien un sistema de financiamiento transparencia limite y control del gasto electoral;habra sistema electoral publico ley organica constitucional determinara organizacion funcionamiento regulara forma realizaran procesos electorales plebiscitarios previsto constitucion garantizara siempre plena igualdad independientes miembros partidos politicos presentacion candidaturas participacion senalados procesos dicha ley establecera tambien sistema financiamiento transparencia limite control gasto electoral;0.0033432664260484644;0.003332138814827153;0.0033270071758654185;0.4588165149406553;0.00333199109152627;0.4294050510198415;0.09844403053123588;3
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 18;una ley organica constitucional contemplara ademas un sistema de registro electoral bajo la direccion del servicio electoral al que se incorporaran por el solo ministerio de la ley quienes cumplan los requisitos establecidos por esta constitucion;ley organica constitucional contemplara ademas sistema registro electoral bajo direccion servicio electoral incorporaran solo ministerio ley cumplan requisitos establecidos constitucion;0.0068420872028806725;0.006815280629991859;0.006811151014971517;0.006823233338425588;0.006811146661301481;0.9590876900745571;0.006809411077871838;5
Vigente;Capítulo II;NACIONALIDAD Y CIUDADANIA;Artículo 18;el resguardo del orden publico durante los actos electorales y plebiscitarios correspondera a las fuerzas armadas y carabineros del modo que indique la ley;resguardo orden publico actos electorales plebiscitarios correspondera fuerzas armadas carabineros modo indique ley;0.010247178797718089;0.9384663030646897;0.010239495276642651;0.010255774993941818;0.010232033108186621;0.010322267758653478;0.010236947000167581;1
Vigente;Capítulo III;DE LOS DERECHOS Y DEBERES CONSTITUCIONALES;Artículo 19;la constitucion asegura a todas las personas;constitucion asegura todas personas;0.028695945416698596;0.02870492661137076;0.028613948168324202;0.8281439974763735;0.02864737281653557;0.028607727054119656;0.028586082456577566;3
Vigente;Capítulo III;DE LOS DERECHOS Y DEBERES CONSTITUCIONALES;Artículo 19;el derecho a la vida y a la integridad fisica y psiquica de la persona;derecho vida integridad fisica psiquica persona;0.020410437095406138;0.877486427979015;0.02041551311659553;0.020453826336626478;0.020413207129260553;0.02040817829898655;0.02041241004410968;1
Vigente;Capítulo III;DE LOS DERECHOS Y DEBERES CONSTITUCIONALES;Artículo 19;la ley protege la vida del que esta por nacer;ley protege vida nacer;0.2896863658982224;0.5672072051046575;0.028603343104315653;0.028641573830541334;0.028613567322936198;0.02866654435514542;0.028581400384181322;1
Vigente;Capítulo III;DE LOS DERECHOS Y DEBERES CONSTITUCIONALES;Artículo 19;la pena de muerte solo podra establecerse por delito contemplado en ley aprobada con quorum calificado;pena muerte solo podra establecerse delito contemplado ley aprobada quorum calificado;0.3809822664263326;0.011919087969452784;0.3120656306084551;0.1040681851469869;0.011912783919663366;0.011931108980890517;0.16712093694821867;0
Vigente;Capítulo III;DE LOS DERECHOS Y DEBERES CONSTITUCIONALES;Artículo 19;se prohibe la aplicacion de todo apremio ilegitimo;prohibe aplicacion apremio ilegitimo;0.028611613059011325;0.02865593020473411;0.02876731234633239;0.028635897078045824;0.8281309823499804;0.028613065570630758;0.028585199391265286;4
